City: Gurugram | Pincode: 110094 | Latitude: 28.703749 | Longitude: 77.281407
City: Kanpur | Pincode: 208027 | Latitude: 26.427971 | Longitude: 80.296239
City: Prayagraj | Pincode: 211001 | Latitude: 25.464082 | Longitude: 81.816971
City: Prayagraj | Pincode: 211002 | Latitude: 25.478277 | Longitude: 81.860682
City: Prayagraj | Pincode: 211003 | Latitude: 25.433106 | Longitude: 81.841562
City: Prayagraj | Pincode: 211004 | Latitude: 25.515378 | Longitude: 81.893448
City: Prayagraj | Pincode: 211005 | Latitude: 25.435227 | Longitude: 81.879798
City: Prayagraj | Pincode: 211006 | Latitude: 25.446688 | Longitude: 81.874336
City: Prayagraj | Pincode: 211007 | Latitude: 25.381742 | Longitude: 81.816971
City: Prayagraj | Pincode: 211008 | Latitude: 25.395329 | Longitude: 81.849757
City: Prayagraj | Pincode: 211009 | Latitude: 25.358067 | Longitude: 81.920742
City: Prayagraj | Pincode: 211010 | Latitude: 25.348872 | Longitude: 81.860682
City: Prayagraj | Pincode: 211011 | Latitude: 25.467207 | Longitude: 81.767764
City: Prayagraj | Pincode: 211012 | Latitude: 25.405323 | Longitude: 81.713052
City: Prayagraj | Pincode: 211013 | Latitude: 25.542655 | Longitude: 81.85522
City: Prayagraj | Pincode: 211014 | Latitude: 25.472139 | Longitude: 81.803306
City: Prayagraj | Pincode: 211015 | Latitude: 25.440425 | Longitude: 81.788271
City: Prayagraj | Pincode: 211016 | Latitude: 25.416424 | Longitude: 81.806039
City: Prayagraj | Pincode: 211017 | Latitude: 25.447376 | Longitude: 81.807406
City: Prayagraj | Pincode: 211018 | Latitude: 25.45833 | Longitude: 81.845659
City: Prayagraj | Pincode: 211019 | Latitude: 25.428664 | Longitude: 81.920742
City: Chandigarh | Pincode: 160001 | Latitude: 30.7535 | Longitude: 76.805778
City: Chandigarh | Pincode: 160002 | Latitude: 30.689625 | Longitude: 76.788471
City: Chandigarh | Pincode: 160003 | Latitude: 30.673873 | Longitude: 76.800009
City: Chandigarh | Pincode: 160004 | Latitude: 30.658271 | Longitude: 76.785587
City: Chandigarh | Pincode: 160009 | Latitude: 30.746668 | Longitude: 76.79424
City: Chandigarh | Pincode: 160011 | Latitude: 30.757359 | Longitude: 76.788471
City: Chandigarh | Pincode: 160012 | Latitude: 30.768049 | Longitude: 76.782702
City: Chandigarh | Pincode: 160014 | Latitude: 30.777678 | Longitude: 76.739424
City: Chandigarh | Pincode: 160015 | Latitude: 30.750525 | Longitude: 76.776932
City: Chandigarh | Pincode: 160017 | Latitude: 30.739834 | Longitude: 76.782702
City: Chandigarh | Pincode: 160018 | Latitude: 30.733225 | Longitude: 76.787029
City: Chandigarh | Pincode: 160019 | Latitude: 30.73033 | Longitude: 76.800009
City: Chandigarh | Pincode: 160020 | Latitude: 30.721342 | Longitude: 76.78126
City: Chandigarh | Pincode: 160022 | Latitude: 30.726759 | Longitude: 76.765392
City: Chandigarh | Pincode: 160023 | Latitude: 30.739607 | Longitude: 76.766835
City: Chandigarh | Pincode: 160025 | Latitude: 30.752718 | Longitude: 76.716336
City: Chandigarh | Pincode: 160030 | Latitude: 30.712207 | Longitude: 76.788471
City: Chandigarh | Pincode: 160036 | Latitude: 30.732539 | Longitude: 76.739424
City: Chandigarh | Pincode: 160047 | Latitude: 30.699868 | Longitude: 76.750966
City: Ludhiana | Pincode: 141001 | Latitude: 30.905888 | Longitude: 75.835965
City: Ludhiana | Pincode: 141002 | Latitude: 30.887182 | Longitude: 75.84468
City: Ludhiana | Pincode: 141003 | Latitude: 30.872158 | Longitude: 75.835965
City: Ludhiana | Pincode: 141004 | Latitude: 30.903301 | Longitude: 75.81272
City: Ludhiana | Pincode: 141006 | Latitude: 30.85538 | Longitude: 75.86211
City: Ludhiana | Pincode: 141007 | Latitude: 30.966137 | Longitude: 75.923098
City: Ludhiana | Pincode: 141008 | Latitude: 30.957965 | Longitude: 75.748778
City: Ludhiana | Pincode: 141010 | Latitude: 30.902378 | Longitude: 75.905675
City: Ludhiana | Pincode: 141012 | Latitude: 30.889468 | Longitude: 75.789472
City: Ludhiana | Pincode: 141013 | Latitude: 30.861462 | Longitude: 75.815626
City: Ludhiana | Pincode: 141014 | Latitude: 30.872488 | Longitude: 75.940518
City: Ludhiana | Pincode: 141015 | Latitude: 30.91121 | Longitude: 75.934711
City: Ludhiana | Pincode: 141016 | Latitude: 30.857392 | Longitude: 75.905675
City: Ludhiana | Pincode: 141017 | Latitude: 30.848708 | Longitude: 75.928905
City: Haridwar | Pincode: 249401 | Latitude: 29.976786 | Longitude: 78.122234
City: Haridwar | Pincode: 249402 | Latitude: 29.922872 | Longitude: 78.030954
City: Haridwar | Pincode: 249403 | Latitude: 29.949838 | Longitude: 78.076604
City: Haridwar | Pincode: 249404 | Latitude: 29.885611 | Longitude: 78.122234
City: Haridwar | Pincode: 249405 | Latitude: 29.895888 | Longitude: 77.985285
City: Haridwar | Pincode: 249407 | Latitude: 29.92654 | Longitude: 78.102273
City: Agra | Pincode: 282001 | Latitude: 27.140717 | Longitude: 78.030954
City: Agra | Pincode: 282002 | Latitude: 27.200981 | Longitude: 77.990995
City: Agra | Pincode: 282003 | Latitude: 27.182931 | Longitude: 78.016685
City: Agra | Pincode: 282004 | Latitude: 27.215521 | Longitude: 78.025247
City: Agra | Pincode: 282005 | Latitude: 27.22513 | Longitude: 78.002413
City: Agra | Pincode: 282006 | Latitude: 27.203546 | Longitude: 78.088013
City: Agra | Pincode: 282007 | Latitude: 27.244648 | Longitude: 77.89389
City: Agra | Pincode: 282008 | Latitude: 27.150696 | Longitude: 77.945309
City: Agra | Pincode: 282009 | Latitude: 27.069226 | Longitude: 78.008122
City: Agra | Pincode: 282010 | Latitude: 27.177817 | Longitude: 77.990995
City: Gorakhpur | Pincode: 273001 | Latitude: 26.74485 | Longitude: 83.365582
City: Gorakhpur | Pincode: 273002 | Latitude: 26.756752 | Longitude: 83.560311
City: Gorakhpur | Pincode: 273003 | Latitude: 26.797229 | Longitude: 83.388287
City: Gorakhpur | Pincode: 273004 | Latitude: 26.789212 | Longitude: 83.373597
City: Gorakhpur | Pincode: 273005 | Latitude: 26.753023 | Longitude: 83.352223
City: Gorakhpur | Pincode: 273006 | Latitude: 26.770837 | Longitude: 83.388287
City: Gorakhpur | Pincode: 273007 | Latitude: 26.852962 | Longitude: 83.357567
City: Gorakhpur | Pincode: 273008 | Latitude: 26.744774 | Longitude: 83.427
City: Gorakhpur | Pincode: 273009 | Latitude: 26.751713 | Longitude: 83.386952
City: Gorakhpur | Pincode: 273010 | Latitude: 26.731555 | Longitude: 83.394963
City: Gorakhpur | Pincode: 273012 | Latitude: 26.763195 | Longitude: 83.38161
City: Gorakhpur | Pincode: 273013 | Latitude: 26.820277 | Longitude: 83.410983
City: Gorakhpur | Pincode: 273014 | Latitude: 26.77336 | Longitude: 83.410983
City: Gorakhpur | Pincode: 273015 | Latitude: 26.791811 | Longitude: 83.304106
City: Gorakhpur | Pincode: 273016 | Latitude: 26.667265 | Longitude: 83.400304
City: Lucknow | Pincode: 226001 | Latitude: 26.853705 | Longitude: 80.948419
City: Lucknow | Pincode: 226002 | Latitude: 26.780963 | Longitude: 80.998158
City: Lucknow | Pincode: 226003 | Latitude: 26.872781 | Longitude: 80.882053
City: Lucknow | Pincode: 226004 | Latitude: 26.839181 | Longitude: 80.904182
City: Lucknow | Pincode: 226005 | Latitude: 26.815824 | Longitude: 80.904182
City: Lucknow | Pincode: 226006 | Latitude: 26.874673 | Longitude: 80.956711
City: Lucknow | Pincode: 226007 | Latitude: 26.867769 | Longitude: 80.940127
City: Lucknow | Pincode: 226008 | Latitude: 26.769573 | Longitude: 80.82117
City: Lucknow | Pincode: 226009 | Latitude: 26.811528 | Longitude: 80.837779
City: Lucknow | Pincode: 226010 | Latitude: 26.852459 | Longitude: 81.020253
City: Lucknow | Pincode: 226011 | Latitude: 26.82369 | Longitude: 80.890352
City: Lucknow | Pincode: 226012 | Latitude: 26.781495 | Longitude: 80.915243
City: Lucknow | Pincode: 226013 | Latitude: 26.806472 | Longitude: 80.760239
City: Lucknow | Pincode: 226014 | Latitude: 26.750613 | Longitude: 80.934598
City: Lucknow | Pincode: 226015 | Latitude: 26.875736 | Longitude: 80.973292
City: Lucknow | Pincode: 226016 | Latitude: 26.891571 | Longitude: 80.992633
City: Lucknow | Pincode: 226017 | Latitude: 26.842516 | Longitude: 80.865453
City: Lucknow | Pincode: 226018 | Latitude: 26.849186 | Longitude: 80.923539
City: Lucknow | Pincode: 226019 | Latitude: 26.916404 | Longitude: 81.061666
City: Lucknow | Pincode: 226020 | Latitude: 26.915431 | Longitude: 80.909713
City: Lucknow | Pincode: 226021 | Latitude: 26.948531 | Longitude: 80.970529
City: Lucknow | Pincode: 226022 | Latitude: 26.901832 | Longitude: 80.970529
City: Lucknow | Pincode: 226023 | Latitude: 26.778642 | Longitude: 80.870987
City: Lucknow | Pincode: 226024 | Latitude: 26.891191 | Longitude: 80.944656
City: Lucknow | Pincode: 226025 | Latitude: 26.767427 | Longitude: 80.923539
City: Lucknow | Pincode: 226026 | Latitude: 26.945877 | Longitude: 81.020253
City: Lucknow | Pincode: 226027 | Latitude: 26.839704 | Longitude: 80.946346
City: Lucknow | Pincode: 226028 | Latitude: 26.894389 | Longitude: 81.036821
City: Lucknow | Pincode: 226029 | Latitude: 26.775395 | Longitude: 80.956711
City: Lucknow | Pincode: 226030 | Latitude: 26.783707 | Longitude: 80.995395
City: Meerut | Pincode: 250001 | Latitude: 29.018865 | Longitude: 77.768095
City: Meerut | Pincode: 250002 | Latitude: 28.91045 | Longitude: 77.710869
City: Meerut | Pincode: 250003 | Latitude: 28.977673 | Longitude: 77.725178
City: Meerut | Pincode: 250004 | Latitude: 28.939692 | Longitude: 77.779537
City: Meerut | Pincode: 250005 | Latitude: 28.97702 | Longitude: 77.640726
City: Meerut | Pincode: 250103 | Latitude: 28.927021 | Longitude: 77.642158
City: Meerut | Pincode: 250104 | Latitude: 28.902078 | Longitude: 77.996704
City: Bareilly | Pincode: 243001 | Latitude: 28.336572 | Longitude: 79.41975
City: Bareilly | Pincode: 243002 | Latitude: 28.423155 | Longitude: 79.456325
City: Bareilly | Pincode: 243003 | Latitude: 28.33305 | Longitude: 79.374714
City: Bareilly | Pincode: 243004 | Latitude: 28.283265 | Longitude: 79.402864
City: Bareilly | Pincode: 243005 | Latitude: 28.372979 | Longitude: 79.442259
City: Bareilly | Pincode: 243006 | Latitude: 28.395112 | Longitude: 79.504132
City: Bareilly | Pincode: 243122 | Latitude: 28.442263 | Longitude: 79.442259
City: Bareilly | Pincode: 243123 | Latitude: 28.290263 | Longitude: 79.492886
City: Rewari | Pincode: 123401 | Latitude: 28.262192 | Longitude: 76.571941
City: Rewari | Pincode: 123411 | Latitude: 28.294172 | Longitude: 76.43317
City: Rewari | Pincode: 123412 | Latitude: 28.088285 | Longitude: 76.496792
City: Rewari | Pincode: 123501 | Latitude: 28.057852 | Longitude: 76.595056
City: Amritsar | Pincode: 143001 | Latitude: 31.642764 | Longitude: 74.856561
City: Amritsar | Pincode: 143002 | Latitude: 31.631933 | Longitude: 74.836092
City: Amritsar | Pincode: 143005 | Latitude: 31.637656 | Longitude: 74.825856
City: Amritsar | Pincode: 143006 | Latitude: 31.605246 | Longitude: 74.915031
City: Amritsar | Pincode: 143008 | Latitude: 31.685278 | Longitude: 74.885799
City: Amritsar | Pincode: 143009 | Latitude: 31.565386 | Longitude: 74.81562
City: Sonipat | Pincode: 131001 | Latitude: 28.990508 | Longitude: 76.987348
City: Sonipat | Pincode: 131021 | Latitude: 28.958208 | Longitude: 77.125506
City: Sonipat | Pincode: 131022 | Latitude: 28.971146 | Longitude: 76.906683
City: Sonipat | Pincode: 131023 | Latitude: 28.904319 | Longitude: 77.16002
City: Sonipat | Pincode: 131024 | Latitude: 29.08317 | Longitude: 76.883626
City: Sonipat | Pincode: 131027 | Latitude: 29.060039 | Longitude: 77.113998
City: Sonipat | Pincode: 131028 | Latitude: 28.867699 | Longitude: 77.148192
City: Sonipat | Pincode: 131029 | Latitude: 28.897643 | Longitude: 77.090981
City: Sonipat | Pincode: 131039 | Latitude: 29.078424 | Longitude: 77.067959
City: Sonipat | Pincode: 131101 | Latitude: 29.142493 | Longitude: 77.021902
City: Ghaziabad | Pincode: 201001 | Latitude: 28.66437 | Longitude: 77.438643
City: Ghaziabad | Pincode: 201002 | Latitude: 28.680593 | Longitude: 77.458724
City: Ghaziabad | Pincode: 201003 | Latitude: 28.745099 | Longitude: 77.412819
City: Ghaziabad | Pincode: 201004 | Latitude: 28.701175 | Longitude: 77.372638
City: Ghaziabad | Pincode: 201005 | Latitude: 28.679818 | Longitude: 77.343516
City: Ghaziabad | Pincode: 201006 | Latitude: 28.675737 | Longitude: 77.331007
City: Ghaziabad | Pincode: 201007 | Latitude: 28.676722 | Longitude: 77.38699
City: Ghaziabad | Pincode: 201009 | Latitude: 28.615871 | Longitude: 77.441512
City: Ghaziabad | Pincode: 201010 | Latitude: 28.660917 | Longitude: 77.341057
City: Ghaziabad | Pincode: 201011 | Latitude: 28.668972 | Longitude: 77.3292
City: Ghaziabad | Pincode: 201012 | Latitude: 28.650531 | Longitude: 77.352542
City: Ghaziabad | Pincode: 201013 | Latitude: 28.684576 | Longitude: 77.485971
City: Ghaziabad | Pincode: 201014 | Latitude: 28.643823 | Longitude: 77.372638
City: Ghaziabad | Pincode: 201015 | Latitude: 28.676614 | Longitude: 77.539013
City: Ghaziabad | Pincode: 201016 | Latitude: 28.629409 | Longitude: 77.432905
City: Ghaziabad | Pincode: 201017 | Latitude: 28.703982 | Longitude: 77.432905
City: Ghaziabad | Pincode: 201019 | Latitude: 28.642935 | Longitude: 77.344194
City: Kurukshetra | Pincode: 136118 | Latitude: 30.012471 | Longitude: 76.8375
City: Kurukshetra | Pincode: 136119 | Latitude: 29.965501 | Longitude: 76.710563
City: Kurukshetra | Pincode: 136128 | Latitude: 30.001414 | Longitude: 76.618166
City: Kurukshetra | Pincode: 136129 | Latitude: 30.107059 | Longitude: 76.652822
City: Kurukshetra | Pincode: 136130 | Latitude: 30.118894 | Longitude: 76.768277
City: Kurukshetra | Pincode: 136131 | Latitude: 29.988873 | Longitude: 76.94126
City: Kurukshetra | Pincode: 136132 | Latitude: 29.998094 | Longitude: 77.033418
City: Kurukshetra | Pincode: 136135 | Latitude: 30.120437 | Longitude: 76.895155
City: Noida | Pincode: 201301 | Latitude: 28.58212 | Longitude: 77.326699
City: Noida | Pincode: 201303 | Latitude: 28.561335 | Longitude: 77.349671
City: Noida | Pincode: 201304 | Latitude: 28.516046 | Longitude: 77.396868
City: Noida | Pincode: 201305 | Latitude: 28.532293 | Longitude: 77.40708
City: Noida | Pincode: 201306 | Latitude: 28.5199 | Longitude: 77.458724
City: Noida | Pincode: 201307 | Latitude: 28.587532 | Longitude: 77.38412
City: Noida | Pincode: 201309 | Latitude: 28.619795 | Longitude: 77.361155
City: Noida | Pincode: 201310 | Latitude: 28.455252 | Longitude: 77.50461
City: SAS Nagar | Pincode: 160055 | Latitude: 30.726427 | Longitude: 76.707677
City: SAS Nagar | Pincode: 160059 | Latitude: 30.719132 | Longitude: 76.720616
City: SAS Nagar | Pincode: 160062 | Latitude: 30.683666 | Longitude: 76.730766
City: SAS Nagar | Pincode: 160071 | Latitude: 30.703853 | Longitude: 76.707677
City: Saharanpur | Pincode: 247001 | Latitude: 29.910999 | Longitude: 77.539013
City: Saharanpur | Pincode: 247002 | Latitude: 29.981114 | Longitude: 77.498875
City: Saharanpur | Pincode: 247120 | Latitude: 30.056259 | Longitude: 77.630702
City: Saharanpur | Pincode: 247121 | Latitude: 30.238093 | Longitude: 77.630702
City: Saharanpur | Pincode: 247122 | Latitude: 29.95575 | Longitude: 77.590597
City: Dehradun | Pincode: 248001 | Latitude: 30.334582 | Longitude: 78.053781
City: Dehradun | Pincode: 248002 | Latitude: 30.260071 | Longitude: 77.985285
City: Dehradun | Pincode: 248003 | Latitude: 30.348986 | Longitude: 78.025247
City: Dehradun | Pincode: 248005 | Latitude: 30.274706 | Longitude: 78.082308
City: Dehradun | Pincode: 248006 | Latitude: 30.326729 | Longitude: 77.999559
City: Dehradun | Pincode: 248007 | Latitude: 30.309445 | Longitude: 77.905318
City: Dehradun | Pincode: 248008 | Latitude: 30.285096 | Longitude: 78.133638
City: Dehradun | Pincode: 248009 | Latitude: 30.413213 | Longitude: 78.167844
City: Dehradun | Pincode: 248011 | Latitude: 30.355733 | Longitude: 77.85388
City: Dehradun | Pincode: 248012 | Latitude: 30.280869 | Longitude: 78.056634
City: Dehradun | Pincode: 248013 | Latitude: 30.358402 | Longitude: 78.096569
City: Dehradun | Pincode: 248014 | Latitude: 30.372289 | Longitude: 78.06234
City: Dehradun | Pincode: 248015 | Latitude: 0 | Longitude: 0
City: Dehradun | Pincode: 248121 | Latitude: 30.294757 | Longitude: 78.022393
City: Dehradun | Pincode: 248122 | Latitude: 30.431744 | Longitude: 78.122234
City: Faridabad | Pincode: 121001 | Latitude: 28.389966 | Longitude: 77.297978
City: Faridabad | Pincode: 121002 | Latitude: 28.419423 | Longitude: 77.366896
City: Faridabad | Pincode: 121003 | Latitude: 28.453861 | Longitude: 77.303274
City: Faridabad | Pincode: 121004 | Latitude: 28.291938 | Longitude: 77.355413
City: Faridabad | Pincode: 121005 | Latitude: 28.370024 | Longitude: 77.26925
City: Faridabad | Pincode: 121006 | Latitude: 28.373375 | Longitude: 77.335314
City: Faridabad | Pincode: 121007 | Latitude: 28.388988 | Longitude: 77.318084
City: Faridabad | Pincode: 121008 | Latitude: 28.434935 | Longitude: 77.318084
City: Faridabad | Pincode: 121009 | Latitude: 28.487039 | Longitude: 77.292233
City: Faridabad | Pincode: 121010 | Latitude: 28.466675 | Longitude: 77.289361
City: Faridabad | Pincode: 121012 | Latitude: 28.420741 | Longitude: 77.289361
City: Faridabad | Pincode: 121013 | Latitude: 28.486833 | Longitude: 77.335185
City: Kota | Pincode: 324001 | Latitude: 25.185503 | Longitude: 75.870824
City: Kota | Pincode: 324002 | Latitude: 25.232298 | Longitude: 75.934711
City: Kota | Pincode: 324003 | Latitude: 25.115878 | Longitude: 75.870824
City: Kota | Pincode: 324004 | Latitude: 25.131789 | Longitude: 75.885346
